Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_Type,HCPCS_Cd,HCPCS_Desc,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Tot_Sbmtd_Chrg,Tot_Mdcr_Alowd_Amt,Tot_Mdcr_Pymt_Amt,Reimbursement_Rate_Pct,Revenue_Leakage
1740628742,Matos,Angel,Houston,TX,77004,Emergency Medicine,99291,"Critical care, first 30-74 minutes",F,85,86.0,1821.8372093,206.9794186,166.935,156678.0,17800.23,14356.41,9.16,142321.59
1720408032,Borgaonkar,Sanket,Houston,TX,77004,Cardiology,36482,Chemical destruction of first incompetent vein of arm or leg using imaging guidance,O,23,34.0,4607.9,1710.8964706,1357.8588235,156668.6,58170.48,46167.2,29.47,110501.4
1639309685,Sadiq,Syed,Houston,TX,77090,Neurology,99233,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 50 minutes",F,175,482.0,325.0,120.52273859,96.026639004,156650.0,58091.96,46284.84,29.55,110365.16
1881679751,Laboratory Corporation Of America,,Houston,TX,77040,Clinical Laboratory,82248,"Bilirubin level, direct",O,6321,8945.0,17.499382895,4.8373996646,4.8373996646,156531.98,43270.54,43270.54,27.64,113261.44
1063760122,Gule-Monroe,Maria,Houston,TX,77030,Diagnostic Radiology,70491,Ct scan of soft tissue of neck with contrast,F,331,338.0,462.97928994,66.226597633,48.261242604,156487.0,22384.59,16312.3,10.42,140174.7
1083632319,Tan,Filemon,Houston,TX,77030,Rheumatology,J0897,"Injection, denosumab, 1 mg",O,46,4740.0,33.0,23.223054852,18.467544304,156420.0,110077.28,87536.16,55.96,68883.84
1104909001,Lipski,Ian,Houston,TX,77065,Anesthesiology,80307,"Testing for presence of drug, by chemistry analyzers",O,91,456.0,343.0,59.651710526,59.651710526,156408.0,27201.18,27201.18,17.39,129206.82
1093729402,Harris,Lindsey,Houston,TX,77025,Ophthalmology,76512,2d ultrasound scan of eye tissue and structures,O,221,357.0,438.0,47.592913165,35.36977591,156366.0,16990.67,12627.01,8.08,143738.99
1023336286,Koshy,Janice,Houston,TX,77084,Infectious Disease,99233,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 50 minutes",F,218,522.0,299.32950192,120.44266284,95.447337165,156250.0,62871.07,49823.51,31.89,106426.49
1558618215,Mahlmann,Michael,Houston,TX,77030,Diagnostic Radiology,74177,Ct scan of abdomen and pelvis with contrast,F,238,256.0,610.0,84.754492187,59.975195313,156160.0,21697.15,15353.65,9.83,140806.35
1326104613,Quest Diagnostics Clinical Laboratories Inc,,Houston,TX,77072,Clinical Laboratory,86200,Measurement of antibody for rheumatoid arthritis assessment,O,1090,1105.0,141.3038552,12.680117647,12.680117647,156140.76,14011.53,14011.53,8.97,142129.23
1568435618,Harlin,Stuart,Houston,TX,77030,Vascular Surgery,36465,Injection of chemical agent into single incompetent vein of leg using ultrasound guidance,O,25,38.0,4108.0,1357.8723684,1077.4431579,156104.0,51599.15,40942.84,26.23,115161.16
1740628825,Jaung,Michael,Houston,TX,77030,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,89,91.0,1715.1868132,182.71197802,143.55384615,156082.0,16626.79,13063.4,8.37,143018.6
1073723144,Mittal,Amit,Houston,TX,77024,Diagnostic Radiology,74176,Ct scan of abdomen and pelvis without contrast,F,140,141.0,1106.5106383,85.033546099,66.850921986,156018.0,11989.73,9425.98,6.04,146592.02
1053845552,Buck,Gregory,Houston,TX,77042,Certified Registered Nurse Anesthetist (CRNA),00813,Anesthesia for procedure on small and large bowel using an endoscope,F,89,89.0,1752.988764,169.94685393,131.70168539,156016.0,15125.27,11721.45,7.51,144294.55
1033115472,"Caplan-Berkeley, Llp",,Houston,TX,77027,Ambulatory Surgical Center,66982,Complex removal of cataract with insertion of prosthetic lens,F,86,104.0,1500.0,989.60730769,777.065,156000.0,102919.16,80814.76,51.8,75185.24
1396163077,Jiang,Ruiyang,Houston,TX,77024,Urology,J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",O,20,156.0,1000.0,170.31128205,135.15634615,156000.0,26568.56,21084.39,13.52,134915.61
1457610776,Faraji,Amir,Houston,TX,77030,Neurosurgery,61798,"Computer-assisted radiosurgery of complex growth of brain, first growth",F,16,16.0,9750.0,1452.68,1157.42,156000.0,23242.88,18518.72,11.87,137481.28
1720408032,Borgaonkar,Sanket,Houston,TX,77004,Cardiology,78492,Nuclear medicine studies of blood flow in heart muscle at rest and with stress,O,48,48.0,3250.0,1332.71875,1061.84375,156000.0,63970.5,50968.5,32.67,105031.5
1780990341,Bandeali,Salman,Houston,TX,77030,Interventional Cardiology,99291,"Critical care, first 30-74 minutes",F,80,390.0,400.0,216.76,172.7,156000.0,84536.4,67353.0,43.18,88647.0
1578811741,Marcin,Patrick,Houston,TX,77018,Diagnostic Radiology,74176,Ct scan of abdomen and pelvis without contrast,F,209,210.0,742.33333333,85.194904762,67.901285714,155890.0,17890.93,14259.27,9.15,141630.73
1215920723,Rajendran,Suresh,Houston,TX,77034,Gastroenterology,45385,Removal of polyps or growths of large bowel using an endoscope with mechanical snare,F,146,146.0,1067.0,258.13178082,216.46390411,155782.0,37687.24,31603.73,20.29,124178.27
1669469730,Lu,Thomas,Houston,TX,77030,Diagnostic Radiology,36561,Insertion of central venous tube with port (5 years or older),O,51,51.0,3054.254902,325.22960784,258.54568627,155767.0,16586.71,13185.83,8.47,142581.17
1093768145,Cathey,Ginger,Houston,TX,77054,Obstetrics & Gynecology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,284,472.0,330.0,129.44519068,90.642012712,155760.0,61098.13,42783.03,27.47,112976.97
1003173550,Kular,Harman,Houston,TX,77070,Pulmonary Disease,99233,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 50 minutes",F,355,873.0,178.41580756,115.21799542,90.860893471,155757.0,100585.31,79321.56,50.93,76435.44
1801492558,Texas Diagnostic Laboratories Llc,,Houston,TX,77077,Clinical Laboratory,87631,"Detection test by nucleic acid for multiple types of respiratory virus, multiple types or subtypes, 3-5 targets",O,412,1039.0,149.88450433,139.78,139.78,155730.0,145231.42,145231.42,93.26,10498.58
1477714871,Dhanani,Nadya,Houston,TX,77030,Anesthesiology,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",F,38,54.0,2883.7777778,275.17648148,219.40277778,155724.0,14859.53,11847.75,7.61,143876.25
1366950370,Keaton,Jennifer,Houston,TX,77042,Certified Registered Nurse Anesthetist (CRNA),01938,"Anesthesia for injection, drainage or aspiration procedures on spine or spinal cord of lower back accessed through skin using imaging guidance",F,33,33.0,4716.6666667,101.27090909,80.686969697,155650.0,3341.94,2662.67,1.71,152987.33
1548550221,Kelly,Daniel,Houston,TX,77030,Emergency Medicine,99284,Emergency department visit with moderate level of medical decision making,F,121,121.0,1286.1152066,120.17206612,91.704380165,155619.94,14540.82,11096.23,7.13,144523.71
1699725218,Porter,Dean,Houston,TX,77074,Ophthalmology,66984,Removal of cataract with insertion of prosthetic lens,F,81,117.0,1330.0,525.06846154,415.67512821,155610.0,61433.01,48633.99,31.25,106976.01
1851334908,Valderrabano,Miguel,Houston,TX,77030,Clinical Cardiac Electrophysiology,93654,Comprehensive electrophysiologic evaluation with catheter destruction of abnormality of lower chamber of heart causing ventricular tachycardia (rapid heart rate) or ventricular ectopy (irregular heartbeat),F,33,37.0,4205.6108108,984.46405405,784.37135135,155607.6,36425.17,29021.74,18.65,126585.86
1306888078,Freedhand,Adam,Houston,TX,77024,Orthopedic Surgery,27446,Replacement of knee joint on side of knee,F,25,28.0,5556.0,1198.0917857,957.31642857,155568.0,33546.57,26804.86,17.23,128763.14
1083179758,Valdez,Leanne,Houston,TX,77042,Certified Registered Nurse Anesthetist (CRNA),00537,Anesthesia for procedure to assess heart electrical activity,F,32,33.0,4713.8181818,358.42909091,285.91939394,155556.0,11828.16,9435.34,6.07,146120.66
1891756318,Young,Ken,Houston,TX,77030,Pathology,88189,"Flow cytometry technique for dna or cell analysis, 16 or more markers",F,125,135.0,1152.0,78.700888889,61.179333333,155520.0,10624.62,8259.21,5.31,147260.79
1659832806,El Tallawi,Kinan Carlos,Houston,TX,77030,Cardiology,75561,Mri scan of heart before and after contrast,F,159,159.0,978.0,123.47805031,96.516855346,155502.0,19633.01,15346.18,9.87,140155.82
1760449268,Younis,George,Houston,TX,77030,Cardiology,93454,Insertion of tube in coronary artery for diagnosis with review by radiologist,O,11,21.0,7404.7619048,472.77238095,373.74571429,155500.0,9928.22,7848.66,5.05,147651.34
1174137368,Rapid Dx Laboratory Llc,,Houston,TX,77040,Clinical Laboratory,87500,"Detection test by nucleic acid for vancomycin resistance strep (vre), amplified probe technique",O,1882,2942.0,52.842763426,34.39,34.39,155463.41,101175.38,101175.38,65.08,54288.03
1316107618,Anderson,Marcus,Houston,TX,77090,Diagnostic Radiology,71260,Ct scan of chest with contrast,F,337,345.0,450.54492754,53.695652174,40.943478261,155438.0,18525.0,14125.5,9.09,141312.5
1578507182,Lai,Jenny,Houston,TX,77030,Physical Medicine and Rehabilitation,J0475,"Injection, baclofen, 10 mg",O,20,263.0,591.0,117.5613308,93.200912548,155433.0,30918.63,24511.84,15.77,130921.16
1912172594,Katkar,Amol,Fort Sam Houston,TX,78234,Diagnostic Radiology,74178,Ct scan of abdomen and pelvis before and after contrast,O,220,222.0,700.0,337.84103604,267.00252252,155400.0,75000.71,59274.56,38.14,96125.44
1326104613,Quest Diagnostics Clinical Laboratories Inc,,Houston,TX,77072,Clinical Laboratory,87324,Detection test by immunoassay technique for clostridium difficile toxins (stool pathogen),O,1026,1130.0,137.49600885,11.74,11.74,155370.49,13266.2,13266.2,8.54,142104.29
1174137368,Rapid Dx Laboratory Llc,,Houston,TX,77040,Clinical Laboratory,87641,"Detection test by nucleic acid for staphylococcus aureus, methicillin resistant (mrsa bacteria), amplified probe technique",O,1881,2940.0,52.842901361,34.39,34.39,155358.13,101106.6,101106.6,65.08,54251.53
1053510073,Learned,Kim,Houston,TX,77030,Diagnostic Radiology,70543,"Mri scan of bone of eye socket, face, and/or neck before and after contrast",F,147,161.0,964.92546584,103.21043478,77.224223602,155353.0,16616.88,12433.1,8.0,142919.9
1144205683,Larkin,Kelly,Houston,TX,77030,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,153,154.0,1008.2207792,178.99506494,138.77246753,155266.0,27565.24,21370.96,13.76,133895.04
1619230869,Clavell Hernandez,Jonathan,Houston,TX,77002,Urology,J3490,Unclassified drugs,O,35,141.0,1101.0638298,543.8829078,427.41950355,155250.0,76687.49,60266.15,38.82,94983.85
1609254754,Banerjee,Soham,Houston,TX,77030,Diagnostic Radiology,70450,Ct scan head or brain without contrast,F,287,308.0,504.0,40.018441558,29.8625,155232.0,12325.68,9197.65,5.93,146034.35
1275767626,O'hare,Jacqueline,Houston,TX,77026,Pathology,88305,"Pathology examination of tissue using a microscope, intermediate complexity",F,212,535.0,290.0,34.981813084,27.273682243,155150.0,18715.27,14591.42,9.4,140558.58
1427545540,Orbis Surgery Center Llc,,Houston,TX,77058,Ambulatory Surgical Center,36818,Relocation of major upper arm vein with connection to arm artery for hemodialysis,F,16,16.0,9695.76,2597.8,2069.79,155132.16,41564.8,33116.64,21.35,122015.52
1609192814,Gonzalez-Gallardo,Susanne,Houston,TX,77070,Neurology,95886,"Needle measurement of electrical activity in arm or leg muscles, complete study",O,247,517.0,300.0,98.683249516,78.645396518,155100.0,51019.24,40659.67,26.22,114440.33
1245205715,Sterling,Howard,Houston,TX,77024,Diagnostic Radiology,70450,Ct scan head or brain without contrast,F,554,568.0,273.0,40.092816901,30.292323944,155064.0,22772.72,17206.04,11.1,137857.96
1659358794,Mantena,Yogita,Houston,TX,77070,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,88,91.0,1703.1735165,168.98923077,138.08791209,154988.79,15378.02,12566.0,8.11,142422.79
1609056928,Sankar,Anila,Houston,TX,77074,Nephrology,90961,"Dialysis services, 2-3 physician visits per month (20 years or older)",O,68,336.0,461.0,285.7,227.62916667,154896.0,95995.2,76483.4,49.38,78412.6
1609161199,Burkland,David,Houston,TX,77004,Clinical Cardiac Electrophysiology,93655,Insertion of catheters and destruction of tissue to treat abnormal heart rhythm,F,103,126.0,1229.0,311.39539683,248.62174603,154854.0,39235.82,31326.34,20.23,123527.66
1073979035,Elamin,Yasir,Houston,TX,77030,Medical Oncology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,102,290.0,533.89655172,142.92244828,109.02806897,154830.0,41447.51,31618.14,20.42,123211.86
1841272564,Lim,David,Houston,TX,77024,Urology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,328,493.0,314.0,128.63192698,91.081176471,154802.0,63415.54,44903.02,29.01,109898.98
1982959482,Ikoma,Naruhiko,Houston,TX,77030,Surgical Oncology,43659,Other procedure on stomach using an endoscope,F,13,13.0,11907.723077,2007.4346154,1599.4215385,154800.4,26096.65,20792.48,13.43,134007.92
1023261575,Rana,Abbas,Houston,TX,77030,General Surgery,50360,Transplantation of donor kidney,F,12,12.0,12900.0,2541.66,2031.44,154800.0,30499.92,24377.28,15.75,130422.72
1417069246,Ugbarugba,Steven,Houston,TX,77065,Gastroenterology,43239,"Biopsy of esophagus, stomach, and/or upper small bowel using a flexible endoscope",F,144,152.0,1018.08,103.68526316,80.388815789,154748.16,15760.16,12219.1,7.9,142529.06
1245596253,Collette,Jeremy,Houston,TX,77024,Diagnostic Radiology,74176,Ct scan of abdomen and pelvis without contrast,F,137,140.0,1105.2857143,85.533428571,67.921428571,154740.0,11974.68,9509.0,6.15,145231.0
1902105893,Liaw,Stephen,Houston,TX,77030,Diagnostic Radiology,73718,Mri scan of leg without contrast,O,92,98.0,1578.0,217.36489796,165.31438776,154644.0,21301.76,16200.81,10.48,138443.19
1487646253,Zainab,Asma,Houston,TX,77030,Critical Care (Intensivists),99291,"Critical care, first 30-74 minutes",F,110,230.0,672.15,215.16482609,171.37286957,154594.5,49487.91,39415.76,25.5,115178.74
1164869103,Poon,Timothy,Houston,TX,77054,Nurse Practitioner,99310,"Subsequent nursing facility care with high level of medical decision making, per day, if using time, at least 45 minutes",F,170,491.0,314.74745418,133.97592668,105.56875764,154541.0,65782.18,51834.26,33.54,102706.74
1073855680,Malahfji,Maan,Houston,TX,77030,Cardiology,75561,Mri scan of heart before and after contrast,F,156,158.0,978.0,122.65221519,95.567721519,154524.0,19379.05,15099.7,9.77,139424.3
1417938598,Rao,Srinivas,Houston,TX,77079,Diagnostic Radiology,36478,Laser destruction of incompetent vein of arm or leg using imaging guidance,O,31,50.0,3090.0,1024.6104,816.3568,154500.0,51230.52,40817.84,26.42,113682.16
1861424129,Thomas,Valencia,Houston,TX,77030,Dermatology,17311,"Removal and microscopic exam of growth of head, neck, hands, feet, or genitals, 1-5 tissue blocks",F,82,92.0,1679.0,317.8175,239.37402174,154468.0,29239.21,22022.41,14.26,132445.59
1326104613,Quest Diagnostics Clinical Laboratories Inc,,Houston,TX,77072,Clinical Laboratory,82977,Glutamyltransferase (liver enzyme) level,O,2208,2956.0,52.251143437,7.06,7.06,154454.38,20869.36,20869.36,13.51,133585.02
1720009590,Nahm,Wesley,Houston,TX,77055,Emergency Medicine,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,377,1905.0,81.06055643,50.224650919,39.95183727,154420.36,95677.96,76108.25,49.29,78312.11
1164499240,Chang,Su,Houston,TX,77030,Cardiology,78452,Nuclear medicine studies of heart muscle at rest and with stress and spect,O,44,44.0,3509.0,437.26681818,343.99522727,154396.0,19239.74,15135.79,9.8,139260.21
1790944023,Gomez,Daniel,Houston,TX,77054,Radiation Oncology,77301,High precision radiation therapy planning,F,62,73.0,2115.0,471.2409589,376.07808219,154395.0,34400.59,27453.7,17.78,126941.3
1760736664,Kunicki,Travis,Houston,TX,77002,Physician Assistant,99284,Emergency department visit with moderate level of medical decision making,F,126,130.0,1187.5781538,98.133076923,75.992769231,154385.16,12757.3,9879.06,6.4,144506.1
1861710600,Xu,Jie,Houston,TX,77030,Pathology,88188,"Flow cytometry technique for dna or cell analysis, 9 to 15 markers",F,115,128.0,1206.125,61.910625,47.635625,154384.0,7924.56,6097.36,3.95,148286.64
1093714388,Le,Truc,Houston,TX,77054,Family Practice,99223,"Initial hospital care with moderate level of medical decision making, if using time, at least 75 minutes",F,238,247.0,625.0,166.54870445,132.72712551,154375.0,41137.53,32783.6,21.24,121591.4
1316000771,Dinardo,Courtney,Houston,TX,77030,Hematology-Oncology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,94,290.0,532.32413793,144.82117241,110.63072414,154374.0,41998.14,32082.91,20.78,122291.09
1548403496,Tran,Lee,Houston,TX,77074,Ophthalmology,92134,Imaging of retina,O,486,1501.0,102.84743504,40.427448368,29.872378414,154374.0,60681.6,44838.44,29.05,109535.56
1225693963,Ali,Amir,Houston,TX,77030,Emergency Medicine,99291,"Critical care, first 30-74 minutes",F,59,62.0,2489.6612903,215.84274194,175.50854839,154359.0,13382.25,10881.53,7.05,143477.47
1518960269,Lee,Henry,Houston,TX,77024,Diagnostic Radiology,72146,Mri scan of middle spinal canal without contrast,O,56,56.0,2756.0,186.63357143,141.28017857,154336.0,10451.48,7911.69,5.13,146424.31
1407183015,Bansal,Vivek,Houston,TX,77025,Diagnostic Radiology,70551,Mri scan of brain without contrast,F,178,179.0,862.0,71.086703911,55.367039106,154298.0,12724.52,9910.7,6.42,144387.3
1356377121,Sugg,Melinda,Houston,TX,77075,Nurse Practitioner,99349,"Residence visit for established patient with moderate level of medical decision making, per day, if using time, at least 40 minutes",O,122,518.0,297.86,107.04034749,74.806370656,154291.48,55446.9,38749.7,25.11,115541.78
1144234436,Nyarko,Stanley,Houston,TX,77024,Diagnostic Radiology,70498,Ct scan of blood vessels of neck with contrast,F,132,132.0,1168.5454545,82.216060606,65.734848485,154248.0,10852.52,8677.0,5.63,145571.0
1083715304,Brownlee,Michael,Houston,TX,77076,Emergency Medicine,99284,Emergency department visit with moderate level of medical decision making,F,118,124.0,1243.8870968,118.0333871,89.313870968,154242.0,14636.14,11074.92,7.18,143167.08
1447955877,Genetx Laboratory Llc,,Houston,TX,77082,Clinical Laboratory,81249,Gene analysis (glucose-6-phosphate dehydrogenase) full sequence analysis,O,181,181.0,851.93370166,588.0,588.0,154200.0,106428.0,106428.0,69.02,47772.0
1033362652,Singh,Gita,Houston,TX,77074,Family Practice,99349,"Residence visit for established patient with moderate level of medical decision making, per day, if using time, at least 40 minutes",O,221,803.0,192.0,128.30216687,95.95249066,154176.0,103026.64,77049.85,49.98,77126.15
1851682876,Oweis,Yaseen,Houston,TX,77030,Diagnostic Radiology,71250,Ct scan of chest without contrast,F,389,391.0,394.30179028,51.745396419,41.053171355,154172.0,20232.45,16051.79,10.41,138120.21
1790913739,Munshi,Omer,Houston,TX,77030,Pain Management,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,306,694.0,222.14553314,87.195533141,64.467997118,154169.0,60513.7,44740.79,29.02,109428.21
1588653083,Banerjee,Amitabha,Houston,TX,77024,Diagnostic Radiology,78815,Nuclear medicine study from skull base to mid-thigh with ct scan,F,98,99.0,1557.0,113.05565657,90.167575758,154143.0,11192.51,8926.59,5.79,145216.41
1205248069,He,Cathy,Houston,TX,77065,Interventional Pain Management,64483,"Injection of anesthetic and/or steroid drug into sacral spine nerve root using imaging guidance, single level",F,145,157.0,981.73248408,128.80433121,101.14802548,154132.0,20222.28,15880.24,10.3,138251.76
1417938598,Rao,Srinivas,Houston,TX,77079,Diagnostic Radiology,36465,Injection of chemical agent into single incompetent vein of leg using ultrasound guidance,O,40,49.0,3145.5,1627.6722449,1296.8426531,154129.5,79755.94,63545.29,41.23,90584.21
1003245317,Neogenomics Laboratories Inc,,Houston,TX,77085,Clinical Laboratory,88377,"Microscopic genetic analysis of tissue, manual, each additional multiplex stain procedure",F,305,741.0,208.0,62.856396761,50.016005398,154128.0,46576.59,37061.86,24.05,117066.14
1407895477,Takashima,Masayoshi,Houston,TX,77030,Otolaryngology,31231,Diagnostic exam of nasal passages using an endoscope,O,120,156.0,988.0,193.11339744,143.02916667,154128.0,30125.69,22312.55,14.48,131815.45
1952338279,Sickler,Robert,Houston,TX,77030,Anesthesiology,64483,"Injection of anesthetic and/or steroid drug into sacral spine nerve root using imaging guidance, single level",F,83,125.0,1232.88,136.2852,103.94696,154110.0,17035.65,12993.37,8.43,141116.63
1255420923,Jorgensen,Jeffrey,Houston,TX,77030,Pathology,88188,"Flow cytometry technique for dna or cell analysis, 9 to 15 markers",F,122,128.0,1203.5,62.299609375,47.08953125,154048.0,7974.35,6027.46,3.91,148020.54
1407866676,Guadagnolo,Beverly,Houston,TX,77030,Radiation Oncology,77301,High precision radiation therapy planning,F,33,35.0,4400.0857143,425.33628571,338.92942857,154003.0,14886.77,11862.53,7.7,142140.47
1376754465,Nguyen,Ha-Uyen,Houston,TX,77042,Anesthesiology,00811,Anesthesia for other procedure on large bowel using an endoscope,F,57,57.0,2701.7438596,73.564210526,60.919122807,153999.4,4193.16,3472.39,2.25,150527.01
1730575051,Patel,Sagar,Houston,TX,77030,Diagnostic Radiology,72141,Mri scan of upper spinal canal without contrast,O,135,137.0,1124.0,196.41547445,150.83014599,153988.0,26908.92,20663.73,13.42,133324.27
1881679751,Laboratory Corporation Of America,,Houston,TX,77040,Clinical Laboratory,82977,Glutamyltransferase (liver enzyme) level,O,3351,5032.0,30.594944356,7.0416772655,7.0416772655,153953.76,35433.72,35433.72,23.02,118520.04
1881679751,Laboratory Corporation Of America,,Houston,TX,77040,Clinical Laboratory,82150,Amylase (enzyme) level,O,2258,2589.0,59.462935496,6.3463615295,6.3463615295,153949.54,16430.73,16430.73,10.67,137518.81
1720461023,Ahsan,Syed,Houston,TX,77030,Advanced Heart Failure and Transplant Cardiology,99291,"Critical care, first 30-74 minutes",F,58,229.0,672.15,216.76,172.7,153922.35,49638.04,39548.3,25.69,114374.05
1306860457,Feldman,James,Houston,TX,77043,Cardiology,78434,Nuclear medicine study of heart muscle blood flow by pet,O,315,316.0,487.0,183.69560127,146.53838608,153892.0,58047.81,46306.13,30.09,107585.87
1326104613,Quest Diagnostics Clinical Laboratories Inc,,Houston,TX,77072,Clinical Laboratory,86147,Cardiolipin antibody (tissue antibody) measurement,O,518,1534.0,100.31009126,24.94,24.94,153875.68,38257.96,38257.96,24.86,115617.72
1922017409,Patino,Maria,Houston,TX,77090,Diagnostic Radiology,71045,"X-ray of chest, 1 view",F,961,1107.0,139.0,8.9919783198,6.9354200542,153873.0,9954.12,7677.51,4.99,146195.49
1851868467,Munster,Rachael,Houston,TX,77024,Physician Assistant,32555,Aspiration of fluid from chest cavity using imaging guidance,F,54,72.0,2137.0,94.915972222,75.884861111,153864.0,6833.95,5463.71,3.55,148400.29
1679501522,Nguyen,Joseph,Houston,TX,77024,Diagnostic Radiology,71045,"X-ray of chest, 1 view",F,1268,1306.0,117.81163859,8.9741194487,6.9584226646,153862.0,11720.2,9087.7,5.91,144774.3
1548671456,Mcneer,Megan,Houston,TX,77024,Diagnostic Radiology,77067,Screening mammography,F,585,585.0,263.0,36.743350427,36.743350427,153855.0,21494.86,21494.86,13.97,132360.14
1801876560,Chen,Aileen,Houston,TX,77030,Radiation Oncology,77301,High precision radiation therapy planning,F,35,35.0,4395.7142857,426.78,340.08,153850.0,14937.3,11902.8,7.74,141947.2
1548609365,Manus,Neil,Houston,TX,77070,Emergency Medicine,99284,Emergency department visit with moderate level of medical decision making,F,122,124.0,1240.3785484,122.84879032,91.988387097,153806.94,15233.25,11406.56,7.42,142400.38
1366436263,Gathe,Joseph,Houston,TX,77004,Infectious Disease,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,128,1050.0,146.4455619,79.772390476,63.21972381,153767.84,83761.01,66380.71,43.17,87387.13
1114957511,Mahmarian,John,Houston,TX,77030,Cardiology,71275,Ct scan of blood vessels of chest with contrast,F,435,438.0,351.0,83.570639269,62.134954338,153738.0,36603.94,27215.11,17.7,126522.89
1447515705,Ganeshan,Dhakshinamoorthy,Houston,TX,77030,Diagnostic Radiology,74183,Mri scan of abdomen before and after contrast,F,149,158.0,972.96202532,101.55708861,78.259810127,153728.0,16046.02,12365.05,8.04,141362.95
1043604457,Beckham,Thomas,Houston,TX,77030,Radiation Oncology,77301,High precision radiation therapy planning,F,33,35.0,4391.3428571,426.78,340.08,153697.0,14937.3,11902.8,7.74,141794.2
1730321860,Adams,Taj,Houston,TX,77030,Emergency Medicine,99291,"Critical care, first 30-74 minutes",F,74,76.0,2022.1915789,212.16671053,167.24592105,153686.56,16124.67,12710.69,8.27,140975.87
1508800251,Salazar,Robert,Houston,TX,77084,Pulmonary Disease,95165,Professional service for preparation and provision of 1 or more antigens,O,25,3740.0,41.090909091,15.586136364,12.406053476,153680.0,58292.15,46398.64,30.19,107281.36
1124698253,Ishizawa,Jo,Houston,TX,77030,Hematology,99233,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 50 minutes",F,61,543.0,283.0,118.58051565,94.601141805,153669.0,64389.22,51368.42,33.43,102300.58
1043251044,Vo,Thinh,Houston,TX,77004,Pulmonary Disease,99291,"Critical care, first 30-74 minutes",F,25,135.0,1138.0933333,204.97851852,163.31962963,153642.6,27672.1,22048.15,14.35,131594.45
1548424211,Dacha,Sunil,Houston,TX,77030,Gastroenterology,43264,Removal of stone or debris from bile or pancreatic duct using a flexible endoscope,F,39,59.0,2604.0,64.002033898,47.943898305,153636.0,3776.12,2828.69,1.84,150807.31
1609042340,Beltran,Irma,Houston,TX,77006,"Psychologist, Clinical",90837,"Psychotherapy, 1 hour",O,21,398.0,385.96482412,148.17605528,117.75339196,153614.0,58974.07,46865.85,30.51,106748.15
1851689897,Dahse,Melanie,Houston,TX,77030,Diagnostic Radiology,70498,Ct scan of blood vessels of neck with contrast,F,123,125.0,1228.0,81.45816,64.70392,153500.0,10182.27,8087.99,5.27,145412.01
1649234642,Weiner,Bradley,Houston,TX,77030,Orthopedic Surgery,22612,Fusion of spine in lower back,F,19,20.0,7673.6,1645.7445,1310.0165,153472.0,32914.89,26200.33,17.07,127271.67
1457403040,Lemmons,Tamara,Houston,TX,77042,Certified Registered Nurse Anesthetist (CRNA),01402,Anesthesia for procedure for total knee joint replacement,F,40,40.0,3836.7,295.0475,229.52025,153468.0,11801.9,9180.81,5.98,144287.19
1316946452,Rand,Scott,Houston,TX,77070,Family Practice,J7327,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",O,38,69.0,2224.0,704.0273913,560.93115942,153456.0,48577.89,38704.25,25.22,114751.75
1467689190,Nouri Kolouri,Mehdi,Houston,TX,77030,Nephrology,90960,"Dialysis services, 4 or more physician visits per month (20 years or older)",O,51,186.0,825.0,373.59,297.66,153450.0,69487.74,55364.76,36.08,98085.24
1295972305,Roeser,Andrew,Houston,TX,77030,Neurosurgery,22552,"Fusion of upper spine bone with removal of disc and release of spinal cord or nerve, each additional disc",F,29,47.0,3264.0,400.37914894,319.31255319,153408.0,18817.82,15007.69,9.78,138400.31
1508809245,Papadopoulos,John,Houston,TX,77094,Urology,55866,Surgical removal of prostate and surrounding lymph nodes using an endoscope,F,13,13.0,11799.607692,1172.8753846,929.16307692,153394.9,15247.38,12079.12,7.87,141315.78
